qi1vsqi2	qi1	qi2	Problem	pairAlgs	AlgA	AlgB	resQI1	resQI2	Agree
IGDvsPFS	IGD	PFS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
IGDvsC	IGD	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsGD	EP	GD	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
EPvsGS	EP	GS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsED	EP	ED	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EPvsC	EP	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
GDvsGS	GD	GS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	A	B	FALSE
GDvsED	GD	ED	TRA	NSGAII_SPEA2	NSGAII	SPEA2	A	B	FALSE
GDvsPFS	GD	PFS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	A	ND	FALSE
GDvsC	GD	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	A	B	FALSE
GSvsED	GS	ED	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GSvsC	GS	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EDvsC	ED	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
PFSvsC	PFS	C	TRA	NSGAII_SPEA2	NSGAII	SPEA2	ND	B	FALSE
HVvsIGD	HV	IGD	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsEP	HV	EP	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsGD	HV	GD	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsGS	HV	GS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsED	HV	ED	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsPFS	HV	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsC	HV	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsEP	IGD	EP	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsGD	IGD	GD	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsGS	IGD	GS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsED	IGD	ED	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsPFS	IGD	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsC	IGD	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsGD	EP	GD	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsGS	EP	GS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsED	EP	ED	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsPFS	EP	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsC	EP	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsGS	GD	GS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsED	GD	ED	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsPFS	GD	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsC	GD	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GSvsED	GS	ED	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GSvsPFS	GS	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GSvsC	GS	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EDvsPFS	ED	PFS	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EDvsC	ED	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
PFSvsC	PFS	C	TRA	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsIGD	HV	IGD	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TRA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
HVvsGS	HV	GS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsED	HV	ED	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsC	HV	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TRA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
IGDvsGS	IGD	GS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsGD	EP	GD	TRA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
EPvsGS	EP	GS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsED	EP	ED	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsC	EP	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GDvsGS	GD	GS	TRA	PAES_SPEA2	PAES	SPEA2	A	B	FALSE
GDvsED	GD	ED	TRA	PAES_SPEA2	PAES	SPEA2	A	B	FALSE
GDvsPFS	GD	PFS	TRA	PAES_SPEA2	PAES	SPEA2	A	B	FALSE
GDvsC	GD	C	TRA	PAES_SPEA2	PAES	SPEA2	A	B	FALSE
GSvsED	GS	ED	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GSvsC	GS	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EDvsC	ED	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
PFSvsC	PFS	C	TRA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsIGD	HV	IGD	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
HVvsEP	HV	EP	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
HVvsGD	HV	GD	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
HVvsGS	HV	GS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
HVvsED	HV	ED	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
HVvsPFS	HV	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
HVvsC	HV	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
IGDvsEP	IGD	EP	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
IGDvsGD	IGD	GD	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
IGDvsGS	IGD	GS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
IGDvsED	IGD	ED	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
IGDvsPFS	IGD	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
IGDvsC	IGD	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
EPvsGD	EP	GD	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
EPvsGS	EP	GS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
EPvsED	EP	ED	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
EPvsPFS	EP	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
EPvsC	EP	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GDvsGS	GD	GS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GDvsED	GD	ED	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GDvsPFS	GD	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
GDvsC	GD	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GSvsED	GS	ED	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GSvsPFS	GS	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
GSvsC	GS	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
EDvsPFS	ED	PFS	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
EDvsC	ED	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
PFSvsC	PFS	C	TRA	SMPSO_SPEA2	SMPSO	SPEA2	ND	A	FALSE
HVvsIGD	HV	IGD	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsEP	HV	EP	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsGD	HV	GD	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsGS	HV	GS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsED	HV	ED	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsPFS	HV	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsC	HV	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsEP	IGD	EP	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsGD	IGD	GD	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsGS	IGD	GS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsED	IGD	ED	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsPFS	IGD	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
IGDvsC	IGD	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsGD	EP	GD	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsGS	EP	GS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsED	EP	ED	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsPFS	EP	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsC	EP	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GDvsGS	GD	GS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GDvsED	GD	ED	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GDvsPFS	GD	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GDvsC	GD	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GSvsED	GS	ED	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GSvsPFS	GS	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
GSvsC	GS	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EDvsPFS	ED	PFS	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EDvsC	ED	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
PFSvsC	PFS	C	RP	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
HVvsIGD	HV	IGD	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
HVvsEP	HV	EP	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	A	TRUE
HVvsGD	HV	GD	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
HVvsGS	HV	GS	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	ND	FALSE
HVvsED	HV	ED	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
HVvsPFS	HV	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
HVvsC	HV	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	ND	FALSE
IGDvsEP	IGD	EP	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	A	FALSE
IGDvsGD	IGD	GD	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
IGDvsED	IGD	ED	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsC	IGD	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
EPvsGD	EP	GD	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
EPvsGS	EP	GS	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	ND	FALSE
EPvsED	EP	ED	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
EPvsPFS	EP	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
EPvsC	EP	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	A	ND	FALSE
GDvsGS	GD	GS	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
GDvsED	GD	ED	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsC	GD	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
GSvsED	GS	ED	RP	CELLDE_NSGAII	CELLDE	NSGAII	ND	B	FALSE
GSvsPFS	GS	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	ND	B	FALSE
GSvsC	GS	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	ND	ND	TRUE
EDvsPFS	ED	PFS	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EDvsC	ED	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
PFSvsC	PFS	C	RP	CELLDE_NSGAII	CELLDE	NSGAII	B	ND	FALSE
HVvsIGD	HV	IGD	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsEP	HV	EP	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsGD	HV	GD	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsGS	HV	GS	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsED	HV	ED	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsPFS	HV	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
HVvsC	HV	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsEP	IGD	EP	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsGD	IGD	GD	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsGS	IGD	GS	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsED	IGD	ED	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsPFS	IGD	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
IGDvsC	IGD	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsGD	EP	GD	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsGS	EP	GS	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsED	EP	ED	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsPFS	EP	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
EPvsC	EP	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsGS	GD	GS	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsED	GD	ED	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsPFS	GD	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
GDvsC	GD	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsED	GS	ED	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsPFS	GS	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
GSvsC	GS	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EDvsPFS	ED	PFS	RP	CELLDE_PAES	CELLDE	PAES	A	B	FALSE
EDvsC	ED	C	RP	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
PFSvsC	PFS	C	RP	CELLDE_PAES	CELLDE	PAES	B	A	FALSE
HVvsIGD	HV	IGD	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsEP	HV	EP	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsGD	HV	GD	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsGS	HV	GS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
HVvsED	HV	ED	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsC	HV	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
IGDvsEP	IGD	EP	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
IGDvsED	IGD	ED	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsC	IGD	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
EPvsGD	EP	GD	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsGS	EP	GS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
EPvsED	EP	ED	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsC	EP	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
GDvsGS	GD	GS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
GDvsED	GD	ED	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GDvsC	GD	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
GSvsED	GS	ED	RP	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
GSvsPFS	GS	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
GSvsC	GS	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EDvsC	ED	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
PFSvsC	PFS	C	RP	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
HVvsIGD	HV	IGD	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsEP	HV	EP	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsGD	HV	GD	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsGS	HV	GS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsED	HV	ED	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsPFS	HV	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
HVvsC	HV	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsEP	IGD	EP	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsGD	IGD	GD	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsGS	IGD	GS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsED	IGD	ED	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsPFS	IGD	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
IGDvsC	IGD	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsGD	EP	GD	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsGS	EP	GS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsED	EP	ED	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsPFS	EP	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
EPvsC	EP	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GDvsGS	GD	GS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GDvsED	GD	ED	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GDvsPFS	GD	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
GDvsC	GD	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GSvsED	GS	ED	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GSvsPFS	GS	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
GSvsC	GS	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EDvsPFS	ED	PFS	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
EDvsC	ED	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
PFSvsC	PFS	C	RP	CELLDE_SPEA2	CELLDE	SPEA2	B	A	FALSE
HVvsIGD	HV	IGD	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsEP	HV	EP	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGD	HV	GD	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGS	HV	GS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsED	HV	ED	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsC	HV	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsEP	IGD	EP	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsED	IGD	ED	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsC	IGD	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsGD	EP	GD	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsGS	EP	GS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsED	EP	ED	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsPFS	EP	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsC	EP	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsGS	GD	GS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsED	GD	ED	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsC	GD	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsED	GS	ED	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsPFS	GS	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsC	GS	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EDvsPFS	ED	PFS	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EDvsC	ED	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
PFSvsC	PFS	C	RP	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsIGD	HV	IGD	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
HVvsEP	HV	EP	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
HVvsGD	HV	GD	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsGS	HV	GS	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
HVvsED	HV	ED	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
HVvsPFS	HV	PFS	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
HVvsC	HV	C	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
IGDvsEP	IGD	EP	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
IGDvsGD	IGD	GD	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
IGDvsGS	IGD	GS	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
IGDvsED	IGD	ED	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
IGDvsPFS	IGD	PFS	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
IGDvsC	IGD	C	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
EPvsGD	EP	GD	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
EPvsGS	EP	GS	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
EPvsED	EP	ED	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
EPvsPFS	EP	PFS	RP	MOCELL_PAES	MOCELL	PAES	ND	B	FALSE
EPvsC	EP	C	RP	MOCELL_PAES	MOCELL	PAES	ND	ND	TRUE
